Borough,Neighborhood,ID,Name,Likes,Rating,Tips
Brooklyn,Bushwick,59598280a795bd4a3cd8ccc5,Ajihei Bushwick,13.0,8.2,3.0
Brooklyn,Bedford Stuyvesant,5b3bcb69bfc6d0002ca9bf17,Warude,17.0,7.8,4.0
Brooklyn,Brooklyn Heights,479ccb47f964a5206b4d1fe3,Iron Chef House,142.0,8.4,66.0
Brooklyn,Brooklyn Heights,48a41073f964a52091511fe3,Hibino,467.0,9.2,156.0
Brooklyn,Cobble Hill,48a41073f964a52091511fe3,Hibino,467.0,9.2,156.0
Brooklyn,Cobble Hill,4bafd791f964a5203c253ce3,Mitoushi Sushi,47.0,8.1,30.0
Brooklyn,Fort Greene,5739c66c498e7ef6085cec4f,Karasu,183.0,8.8,33.0
Brooklyn,Park Slope,5276d39a498eb1a5d90096e4,Katsuei,238.0,8.9,77.0
Brooklyn,Park Slope,3fd66200f964a5208af11ee3,Yamato,45.0,7.9,30.0
Brooklyn,Park Slope,41478600f964a520c41c1fe3,Geido,244.0,9.0,82.0
Brooklyn,Manhattan Beach,5236313711d25d0f9d3f3b67,Momo Hibachi Steak House & Bar,21.0,7.9,5.0
Brooklyn,Bath Beach,51f42bb3498e2681264e00a1,Kasumi Sushi & BBQ Restaurant,5.0,7.5,3.0
Brooklyn,Bath Beach,4bad45c9f964a52089403be3,Chikurin,44.0,7.1,18.0
Brooklyn,Bath Beach,513e7ec8e4b07f4fa1b53b3d,Fuki Sushi Japanese Restaurant,11.0,7.4,1.0
Brooklyn,Bath Beach,4c326b9fa0ced13ac126156e,Ichi Sushi,15.0,6.8,8.0
Brooklyn,Bath Beach,4b787863f964a52080d02ee3,Shiki Japanese Hibachi,6.0,6.9,2.0
Brooklyn,Dyker Heights,4b33fd94f964a520842325e3,Arirang Hibachi Steakhouse,77.0,7.7,21.0
Brooklyn,Dyker Heights,538e057d498e5865fbe8e9aa,Hibachi Master,6.0,7.1,2.0
Brooklyn,Marine Park,4c140e42a1010f4742d24b18,Sakura,8.0,7.7,3.0
Brooklyn,Clinton Hill,591f7c5f35f9836382455eca,U-Gu,24.0,8.7,5.0
Brooklyn,Clinton Hill,5739c66c498e7ef6085cec4f,Karasu,183.0,8.8,33.0
Brooklyn,Downtown,5946d138e2da1964625ca9b2,Daigo Hand Roll Bar,49.0,8.6,11.0
Brooklyn,Downtown,58a202a25490d30f87553a08,Rice & Miso,81.0,8.8,19.0
Brooklyn,Boerum Hill,58a202a25490d30f87553a08,Rice & Miso,81.0,8.8,19.0
Brooklyn,Boerum Hill,5946d138e2da1964625ca9b2,Daigo Hand Roll Bar,49.0,8.6,11.0
Brooklyn,Midwood,4baab031f964a520fc7f3ae3,Chikurin Japanese Restaurant,32.0,7.0,13.0
Brooklyn,Midwood,4bf890acabdaef3b69b7a184,Masake,6.0,6.4,6.0
Brooklyn,Georgetown,4d7fc91f95c1a143260eecf2,Yoshi,7.0,7.2,7.0
Brooklyn,Georgetown,4bfc3f24b5cd2d7fc34931fb,Sosaku,5.0,6.5,6.0
Brooklyn,East Williamsburg,52517e05498ec2e28c792fa2,Brooklyn Ball Factory,292.0,9.4,84.0
Brooklyn,East Williamsburg,4c9e9c8f0e9bb1f77e39e95f,Momo Sushi Shack,391.0,8.8,143.0
Brooklyn,North Side,4c7f0887fb74236a7727f9b9,Samurai Mama,888.0,9.1,242.0
Brooklyn,North Side,49cea29ef964a520685a1fe3,Zenkichi,398.0,9.1,153.0
Brooklyn,South Side,4c7f0887fb74236a7727f9b9,Samurai Mama,888.0,9.1,242.0
Brooklyn,Fort Hamilton,4c2678eef1272d7f43a986c5,Fushimi,74.0,7.9,36.0
Brooklyn,Fort Hamilton,51675793e4b0cb9353996685,Suki Sushi Bay Ridge,12.0,7.5,2.0
Brooklyn,Fort Hamilton,4b33fd94f964a520842325e3,Arirang Hibachi Steakhouse,77.0,7.7,21.0
Brooklyn,Fort Hamilton,538e057d498e5865fbe8e9aa,Hibachi Master,6.0,7.1,2.0
Manhattan,Chinatown,4cf9655334c1a09374cb390e,Cocoron,523.0,9.0,215.0
Manhattan,Hamilton Heights,531a0207498e06b4656eb8c5,Geisha Japanese Cuisine,33.0,7.9,15.0
Manhattan,Manhattanville,531a0207498e06b4656eb8c5,Geisha Japanese Cuisine,33.0,7.9,15.0
Manhattan,Upper East Side,542efa85498ea11026c9746c,Kappo Masa,29.0,8.6,15.0
Manhattan,Yorkville,4bd0fe22a8b3a593a123655f,Donguri Restaurant,39.0,8.3,29.0
Manhattan,Yorkville,4b3fdfc8f964a5200ab125e3,Ichiro,102.0,8.3,50.0
Manhattan,Yorkville,4fb93e46e4b0d0dd7eb666c6,Amura Japanese Cuisine,89.0,8.2,46.0
Manhattan,Lenox Hill,5aa1d85d5f68b931b6f5acda,Kome Waza UES,15.0,8.5,3.0
Manhattan,Roosevelt Island,5aa1d85d5f68b931b6f5acda,Kome Waza UES,15.0,8.5,3.0
Manhattan,Upper West Side,5759f71d498e0776955f4096,Mido,29.0,8.2,14.0
Manhattan,Clinton,4ef0d81fbe7ba3ed7c2296d2,Gyu-Kaku Japanese BBQ,637.0,8.9,162.0
Manhattan,Midtown,51fd77be498e883bf20fcca8,OOTOYA 大戸屋 (OOTOYA),574.0,8.8,128.0
Manhattan,Midtown,4ad67f80f964a5207e0721e3,Hatsuhana,382.0,8.9,122.0
Manhattan,Murray Hill,4a99b4f4f964a520f62f20e3,Kajitsu,176.0,8.6,67.0
Manhattan,Murray Hill,540dc46d498e86f0e5059dd2,Zuma New York,436.0,8.6,80.0
Manhattan,Murray Hill,49db8b67f964a520d85e1fe3,Aburiya Kinnosuke,278.0,9.0,90.0
Manhattan,Murray Hill,51e8ce40498ea1fb0180efb2,Izakaya MEW,1023.0,9.0,260.0
Manhattan,Murray Hill,5ad925da2f97ec3e4b17eba2,Nonono,115.0,8.6,22.0
Manhattan,Chelsea,454f7cc4f964a520dc3c1fe3,Morimoto,784.0,9.0,354.0
Manhattan,East Village,510c85e7e4b0056826b88297,Kura,207.0,9.2,60.0
Manhattan,East Village,5b3805910dd31f002409405a,Suki Curry,39.0,9.2,11.0
Manhattan,East Village,57a3bda338fa6612ad9c17f2,Secchu Yokota,32.0,8.9,9.0
Manhattan,Lower East Side,4f4442c9e4b0f94a357a383b,Yopparai,164.0,8.8,53.0
Manhattan,Lower East Side,57a3bda338fa6612ad9c17f2,Secchu Yokota,32.0,8.9,9.0
Manhattan,Little Italy,4cf9655334c1a09374cb390e,Cocoron,523.0,9.0,215.0
Manhattan,West Village,4bc10965abf49521296bc093,Takashi,603.0,9.1,207.0
Manhattan,West Village,42055e00f964a5206e1f1fe3,EN Japanese Brasserie,611.0,8.8,255.0
Manhattan,Manhattan Valley,4ae63b5bf964a520d7a521e3,Yakitori Sun-Chan,86.0,7.9,37.0
Manhattan,Gramercy,581a10901df6b32e66ec3a07,Sugarfish,433.0,9.0,99.0
Manhattan,Gramercy,555fdf00498ee79eb2118581,o ya,81.0,8.7,20.0
Manhattan,Battery Park City,4b60c708f964a520d0f829e3,Nobu Downtown,261.0,8.9,79.0
Manhattan,Financial District,4b60c708f964a520d0f829e3,Nobu Downtown,261.0,8.9,79.0
Manhattan,Financial District,585c15782b04f80cdd0e9711,Kome Waza,92.0,9.0,24.0
Queens,Astoria,5c8c36363af988002c811da1,Mochiron Izakaya,6.0,8.2,2.0
Queens,Woodside,59cfbbaf491be76b026b6a84,Matsuri,7.0,7.1,4.0
Queens,Howard Beach,4c100cd3b93cc9b6482156e0,Hagane,13.0,6.6,4.0
Queens,Forest Hills,45da8cc4f964a520f8421fe3,Midori Matsu,9.0,7.1,15.0
Queens,Flushing,553ed373498e6aacce815a89,Iki Modern Japanese Cuisine,28.0,8.0,5.0
Queens,Flushing,59332282fdb9a77bd81847b5,Gyu-Kaku Japanese BBQ,23.0,7.6,5.0
Queens,Long Island City,5a22f5b8d41bb773bfc3f5c3,Suzuki Shokudo,18.0,8.4,5.0
Queens,Sunnyside,4abebdcbf964a520a78f20e3,Ariyoshi Japanese Restaurant,89.0,7.9,28.0
Queens,Sunnyside,4ba2a9cbf964a520d00d38e3,Oki Japanese Restaurant,11.0,7.9,5.0
Queens,Maspeth,4c4653d8dd35be9ab0a4ddd8,Wakamatsu,17.0,7.2,8.0
Queens,Glendale,4b9d6d91f964a52000ac36e3,Shiro of Japan,69.0,8.7,28.0
Queens,Rego Park,4ee7eaf7469064168cac36bf,Bamboo Ya,48.0,8.2,16.0
Queens,Woodhaven,0,0,0.0,0.0,0.0
Queens,College Point,4c6038b654ac0f4736f7b421,Akiyama™  Sushi,9.0,5.9,7.0
Queens,Whitestone,4bf716a85317a5930e72fd7e,Takara Sushi Japanese Restaurant,29.0,7.8,16.0
Queens,Whitestone,4cf1b6e98333224b19350c8e,Casa Asia Cuisine,12.0,7.1,7.0
Queens,Auburndale,4b05e38ff964a5202de522e3,Yamato Sushi,6.0,7.3,3.0
Queens,Little Neck,53696c9b498ef94c9f2bc134,Tei Nei Ya,15.0,8.2,7.0
Queens,Douglaston,53696c9b498ef94c9f2bc134,Tei Nei Ya,15.0,8.2,7.0
Queens,Kew Gardens Hills,5801a5a238faa8f401a48ecd,Mira Sushi,13.0,6.6,4.0
Queens,Fresh Meadows,4d7926de930ef04da310c24f,Tokyo Hibachi Steak House & Sushi,17.0,6.7,8.0
Queens,Briarwood,5801a5a238faa8f401a48ecd,Mira Sushi,13.0,6.6,4.0
Queens,Jamaica Center,50f5979fe4b0ff6d3603e506,PP Boy Japan Teriyaki & Sushi,8.0,7.0,6.0
Queens,Jamaica Center,0,0,0.0,0.0,0.0
Queens,Rochdale,0,0,0.0,0.0,0.0
Queens,Beechhurst,4bf716a85317a5930e72fd7e,Takara Sushi Japanese Restaurant,29.0,7.8,16.0
Queens,Beechhurst,4cf1b6e98333224b19350c8e,Casa Asia Cuisine,12.0,7.1,7.0
Queens,Murray Hill,4bc8eee83740b713fcbe5d65,Northern Sushi,6.0,7.7,2.0
Queens,Hillcrest,5501cbe6498e4f463c238485,Nikko Hibachi,21.0,8.3,3.0
Queens,Hillcrest,4b6f3283f964a520ace32ce3,Izumi Japanese Restaurant,13.0,7.4,11.0
Queens,Ravenswood,54e52f13498e7116ea0cb0d0,Kondo,43.0,8.8,10.0
Queens,Ravenswood,5a22f5b8d41bb773bfc3f5c3,Suzuki Shokudo,18.0,8.4,5.0
Queens,Lindenwood,4b9ae1e3f964a52030df35e3,Kawaii,20.0,8.9,8.0
Queens,Lefrak City,4ee7eaf7469064168cac36bf,Bamboo Ya,48.0,8.2,16.0
Queens,Lefrak City,4c3b4ae416cb2d7f8b9c02a9,Tomo Japanese Cafe,64.0,8.2,31.0
Queens,Forest Hills Gardens,4b5b135df964a52057e228e3,Katsuno,41.0,8.1,22.0
Queens,Forest Hills Gardens,4fbfb2ece4b0a6eab8ea41b8,Fuji Japanese Cuisine,25.0,7.3,5.0
Queens,Forest Hills Gardens,45da8cc4f964a520f8421fe3,Midori Matsu,9.0,7.1,15.0
Staten Island,West Brighton,4bca626368f976b086615f83,Kyoto Sushi 5,4.0,6.5,4.0
Staten Island,Castleton Corners,4d06abf2c2e5370451f1c467,Tokyo Sushi Japanese,6.0,6.5,3.0
Staten Island,Great Kills,4b747a21f964a520e6de2de3,Arirang Hibachi Steakhouse,51.0,8.2,10.0
Staten Island,Great Kills,4be44192d4f7c9b6ccdd2320,Sake One,5.0,6.6,4.0
Brooklyn,Wingate,4e8e51a86c255231f540bad1,Sushi Spot,11.0,7.0,7.0
Staten Island,Grasmere,4bad3dcbf964a520173d3be3,Fuji Sushi,8.0,7.8,6.0
Staten Island,Old Town,4bad3dcbf964a520173d3be3,Fuji Sushi,8.0,7.8,6.0
Staten Island,Dongan Hills,4ba57c41f964a520c60b39e3,Nakata,31.0,8.4,23.0
Staten Island,Grant City,4e4e4a61bd4101d0d7a6f56f,Fushimi Japanese Restaurant,25.0,7.3,9.0
Staten Island,Bay Terrace,4ba6aeadf964a5208d6839e3,Hokkaido Japanese Restaurant,9.0,7.3,5.0
Staten Island,Charleston,4bc898de15a7ef3b40697bda,Buddha Lounge,11.0,5.8,14.0
Staten Island,Bulls Head,4b79eec8f964a520161b2fe3,Sapporo Sushi,15.0,7.3,13.0
Manhattan,Carnegie Hill,4b3fdfc8f964a5200ab125e3,Ichiro,102.0,8.3,50.0
Manhattan,Carnegie Hill,542c92dd498e2e6afd3439a7,Kobeyaki,71.0,8.0,33.0
Manhattan,Noho,57a3bda338fa6612ad9c17f2,Secchu Yokota,32.0,8.9,9.0
Manhattan,Noho,5b3805910dd31f002409405a,Suki Curry,39.0,9.2,11.0
Manhattan,Noho,4a02e66ff964a52073711fe3,Bohemian,373.0,8.9,179.0
Manhattan,Noho,4cf9655334c1a09374cb390e,Cocoron,523.0,9.0,215.0
Manhattan,Noho,510c85e7e4b0056826b88297,Kura,207.0,9.2,60.0
Manhattan,Civic Center,4b60c708f964a520d0f829e3,Nobu Downtown,261.0,8.9,79.0
Manhattan,Midtown South,51e8ce40498ea1fb0180efb2,Izakaya MEW,1023.0,9.0,260.0
Manhattan,Midtown South,58b8ed467220e661ddf34104,KazuNori: The Original Hand Roll Bar,481.0,9.3,119.0
Manhattan,Midtown South,59bfea3358aa7f10d5eb9b33,Chikarashi,63.0,8.8,16.0
Staten Island,Richmond Town,4ba6aeadf964a5208d6839e3,Hokkaido Japanese Restaurant,9.0,7.3,5.0
Staten Island,Concord,4bad3dcbf964a520173d3be3,Fuji Sushi,8.0,7.8,6.0
Staten Island,Randall Manor,4bca626368f976b086615f83,Kyoto Sushi 5,4.0,6.5,4.0
Staten Island,Elm Park,0,0,0.0,0.0,0.0
Brooklyn,Mill Basin,4d7fc91f95c1a143260eecf2,Yoshi,7.0,7.2,7.0
Brooklyn,Mill Basin,4bfc3f24b5cd2d7fc34931fb,Sosaku,5.0,6.5,6.0
Queens,Jamaica Hills,50f5979fe4b0ff6d3603e506,PP Boy Japan Teriyaki & Sushi,8.0,7.0,6.0
Queens,Utopia,5501cbe6498e4f463c238485,Nikko Hibachi,21.0,8.3,3.0
Queens,Utopia,4b6f3283f964a520ace32ce3,Izumi Japanese Restaurant,13.0,7.4,11.0
Queens,Utopia,4d7926de930ef04da310c24f,Tokyo Hibachi Steak House & Sushi,17.0,6.7,8.0
Queens,Utopia,4b817770f964a520ffa730e3,Futigi Japanese Cuisine,3.0,6.1,8.0
Queens,Pomonok,4b817770f964a520ffa730e3,Futigi Japanese Cuisine,3.0,6.1,8.0
Queens,Hunters Point,52b470f511d2522f86497c9b,Hibino LIC,181.0,9.2,49.0
Queens,Hunters Point,5718e217498e458de03e94c8,Takumen,168.0,8.9,51.0
Queens,Hunters Point,5bb7e3ced48ec100398ab4fb,Dai Hachi,9.0,8.8,6.0
Manhattan,Turtle Bay,49db8b67f964a520d85e1fe3,Aburiya Kinnosuke,278.0,9.0,90.0
Manhattan,Turtle Bay,48208c8cf964a520894f1fe3,Gyu-Kaku Japanese BBQ,476.0,8.7,156.0
Manhattan,Turtle Bay,57dc24c4498e06f25a69a568,Matsunoya,53.0,8.3,12.0
Manhattan,Tudor City,559cbaa6498eaa4e8d884811,Tempura Matsui,46.0,8.5,10.0
Manhattan,Tudor City,49db8b67f964a520d85e1fe3,Aburiya Kinnosuke,278.0,9.0,90.0
Manhattan,Tudor City,4a99b4f4f964a520f62f20e3,Kajitsu,176.0,8.6,67.0
Manhattan,Tudor City,591caee89deb7d0f69be77a2,Omusubi Gonbei,10.0,8.4,1.0
Manhattan,Tudor City,536ee0fb498e265dd8cb4a93,Tsushima,69.0,7.9,15.0
Manhattan,Stuyvesant Town,510c85e7e4b0056826b88297,Kura,207.0,9.2,60.0
Manhattan,Flatiron,4f7b61f6e4b07aaa5d524842,OOTOYA 大戸屋 (OOTOYA),1199.0,9.1,270.0
Manhattan,Flatiron,5bd7a5561c675b0039be9acc,HALL,35.0,9.1,7.0
Manhattan,Flatiron,581a10901df6b32e66ec3a07,Sugarfish,433.0,9.0,99.0
Queens,Sunnyside Gardens,4ba2a9cbf964a520d00d38e3,Oki Japanese Restaurant,11.0,7.9,5.0
Queens,Sunnyside Gardens,4abebdcbf964a520a78f20e3,Ariyoshi Japanese Restaurant,89.0,7.9,28.0
Brooklyn,Fulton Ferry,50a94269e4b0ed1fd95eede7,Rice & Miso Everyday,18.0,8.4,2.0
Brooklyn,Vinegar Hill,50a94269e4b0ed1fd95eede7,Rice & Miso Everyday,18.0,8.4,2.0
Brooklyn,Dumbo,50a94269e4b0ed1fd95eede7,Rice & Miso Everyday,18.0,8.4,2.0
Brooklyn,Homecrest,4d6adae62ea9b1f7cb22ca28,Fuji Hana,9.0,7.4,4.0
Brooklyn,Homecrest,4bfb16ebd2b720a16395326a,Omiya Sushi,12.0,7.3,1.0
Staten Island,Richmond Valley,4bc898de15a7ef3b40697bda,Buddha Lounge,11.0,5.8,14.0
Queens,Malba,4c6038b654ac0f4736f7b421,Akiyama™  Sushi,9.0,5.9,7.0
